8.194067383832111251e-02 -1.887738306923297110e-02 -7.255492251079692645e-02 5.867782205574668605e-04 -1.237127665059509357e-01 -2.320509979656877955e-02 -2.831463482333082538e-02 3.115933320290351777e-02 -1.620288986759514382e-01 4.588280630467186927e-02 6.883467293820443034e-02 1.442880579758082926e-01
8.162353856144047293e-02 -2.165340440379507486e-02 -7.312686668725282280e-02 3.071124742722121815e-03 -1.230353229671911769e-01 -2.403067095583047777e-02 -2.990104337885934882e-02 3.218785960340690699e-02 -1.631916351017197730e-01 4.586690074617971041e-02 6.712769867696048720e-02 1.429185043938694666e-01
8.099522960167163110e-02 -2.441700689812244598e-02 -7.386532559662357944e-02 4.080225143504929985e-03 -1.224913394145697304e-01 -2.497800413601321268e-02 -3.242772964111365758e-02 3.175923649680016669e-02 -1.650867674490756887e-01 4.514976288839076674e-02 6.523765750127459573e-02 1.406533452711542231e-01
8.065749570567629090e-02 -2.617837595597165973e-02 -7.446937414972373825e-02 4.506249962826615676e-03 -1.222209972460836375e-01 -2.527998244778869794e-02 -3.354636199420585330e-02 3.144732271434219628e-02 -1.659340789672664185e-01 4.454534086404430410e-02 6.416757572355258343e-02 1.393876469181947741e-01
8.039362021922182022e-02 -2.770137468654580021e-02 -7.561334558658867888e-02 4.616898452891476413e-03 -1.222577588542767407e-01 -2.543816501085360490e-02 -3.415681814345915279e-02 3.191914214430711938e-02 -1.663021955995906132e-01 4.431139001049450021e-02 6.354033069177174309e-02 1.380987906833990031e-01
8.014478010999451230e-02 -2.924474013735217648e-02 -7.670222694436329425e-02 4.348011560621542829e-03 -1.227994645962649234e-01 -2.672720453831183701e-02 -3.579143362664576750e-02 3.191455235924245404e-02 -1.672438313346944483e-01 4.351297714297865799e-02 6.295473907879804709e-02 1.369191882071113808e-01
7.994188977302622845e-02 -3.066182489672910488e-02 -7.722086639722562651e-02 4.756737859318719945e-03 -1.233020919813397204e-01 -2.718687513764964439e-02 -3.695934537427650324e-02 3.152390460274094586e-02 -1.682224295660528501e-01 4.338510195614744824e-02 6.183220826537980108e-02 1.356889323792912772e-01
8.024210073790490061e-02 -3.181922444739274103e-02 -7.782805957110501549e-02 5.651286875553077245e-03 -1.230569881200651999e-01 -2.755818746097137353e-02 -3.746113164346136920e-02 3.180387120891155911e-02 -1.683296318571746997e-01 4.330080368668371565e-02 6.121644717835712096e-02 1.348832429539929267e-01
8.001224729813108394e-02 -3.284343839100362095e-02 -7.859377909649317706e-02 5.624640562383844550e-03 -1.239127872513912376e-01 -2.785850928959842862e-02 -3.840664248964337224e-02 3.156341741867395995e-02 -1.692825761010869068e-01 4.250769920417036413e-02 6.011407031553005903e-02 1.337470577953191464e-01
7.989688878117746917e-02 -3.366359588736971692e-02 -7.899492719420270204e-02 5.808993574999368574e-03 -1.242638312061533079e-01 -2.816005711073698778e-02 -3.907302165775973501e-02 3.163011524643997291e-02 -1.697441627007911236e-01 4.235587629766071616e-02 5.955845102345653369e-02 1.329704607799722937e-01
