1.774412483953319297e+00 9.492012871555646214e-01 1.110471912703170583e+00 1.513777857195248711e+00
1.707415062278442308e+00 7.817142918497359538e-01 1.110471912703170583e+00 1.148007392253869385e+00
1.005929589403724567e+00 7.462666117181606662e-01 1.110471912703170583e+00 7.723124952656528208e-01
9.109642987326459496e-01 1.986553349847558492e+00 1.110471912703170583e+00 5.631027159982335828e-01
6.843427672285644636e-01 2.453473886551097660e+00 4.149659613546116121e-01 9.305206107146439809e-01
6.810611638705732496e-01 2.688764016883437691e+00 3.722838939087526611e-01 9.305206107146439809e-01
1.679160727936931830e+00 2.025199787588152667e+00 3.722838939087526611e-01 9.305206107146439809e-01
1.951003728423602812e+00 1.497241248342962017e+00 1.048417490770825244e+00 1.532235250920852332e+00
1.951003728423602812e+00 1.024074554174958962e+00 1.880785872843984352e+00 2.679054197232964896e+00
1.497142202144458478e+00 6.690973144164391595e-01 1.976567212036447252e+00 3.287166810024836128e+00
1.080703404706908399e+00 1.231374799911494344e+00 1.433606004995590766e+00 3.363297177980422603e+00
5.746389403760138181e-01 1.952538495297239329e+00 1.433606004995590766e+00 2.157126465867973852e+00
4.160754202333493690e-01 2.061268361924140535e+00 1.433606004995590766e+00 1.091899051618734351e+00
9.930031695904932842e-01 2.061268361924140535e+00 1.433606004995590766e+00 1.101741368736218973e+00
9.930031695904932842e-01 2.937693544875455753e+00 1.433606004995590766e+00 1.109370993874564615e+00
1.145649675945389800e+00 1.919097512910892922e+00 1.433606004995590766e+00 1.208493118133011412e+00
1.145649675945389800e+00 2.981382114395923821e+00 1.433606004995590766e+00 1.243453738663002905e+00
1.623424283244553123e+00 2.981382114395923821e+00 4.857053925663952776e-01 1.243453738663002905e+00
1.696637300512380264e+00 3.732050276758748009e+00 4.857053925663952776e-01 1.243453738663002905e+00
2.579384848021281762e+00 2.022625507392827870e+00 1.255849135611518674e+00 2.102105272100555755e+00
2.579384848021281762e+00 1.283077591616472057e+00 2.288895828817246514e+00 9.357098644227767048e-01
2.579384848021281762e+00 1.260851907974709585e+00 1.955582126149502553e+00 3.973669397651778401e-01
2.530060448972677012e+00 1.294910793355590339e+00 1.952097325103824277e+00 9.925404936096120512e-01
1.118808485935966157e+00 2.324553223494320253e+00 8.481931689241841710e-01 1.386262435243654334e+00
1.121960562448733878e+00 2.127571603383067167e+00 3.281658610444367907e-01 2.324140210171186549e+00
1.113349049170187843e+00 1.722693319603477935e+00 1.190135943061569668e+00 2.554216599694007162e+00
1.113349049170187843e+00 5.406129067735481186e-01 1.652558392353079109e+00 2.668940818892106659e+00
2.120603134040941029e+00 6.564125976089741910e-01 1.652558392353079109e+00 1.784965951046023180e+00
2.115231804095345947e+00 6.564125976089741910e-01 2.618333081949611785e+00 1.784965951046023180e+00
5.835471605120723382e-01 1.449009984792028138e+00 2.565810282141357312e+00 9.386673889979605390e-01
6.153609352307078950e-01 1.449009984792028138e+00 1.958409390520601034e+00 1.706644657754192496e+00
6.153609352307078950e-01 2.876189550858120558e+00 1.958409390520601034e+00 1.706644657754192496e+00
1.130224681150641342e+00 2.752498280996105606e+00 1.048912900060039233e+00 5.007361082245208594e-01
1.130224681150641342e+00 1.500636520671678520e+00 1.435861510176935196e+00 6.268240243097841224e-01
1.130224681150641342e+00 1.500636520671678520e+00 8.556499675128858007e-01 1.266903539730457551e+00
1.130224681150641342e+00 1.185266797105897219e+00 7.933905699201394546e-01 1.233882726334146973e+00
1.130224681150641342e+00 1.856184169246649640e+00 8.376266136310585031e-01 1.233882726334146973e+00
1.130224681150641342e+00 1.139179265935183816e+00 1.241668583404174075e+00 7.677024923099380338e-01
1.648813920326978044e+00 6.473108422000476425e-01 1.226415939429492896e+00 1.446100630618706084e+00
1.795355738454010863e+00 6.365748551036379821e-01 1.667001641173615489e+00 8.872630509506886920e-01
1.140182188349923686e+00 1.173526453975231920e+00 1.179906680054225943e+00 4.035183737215214395e-01
7.420999916576284106e-01 1.001010516898251490e+00 1.186608748325679530e+00 1.358973165282569839e+00
7.129255974797829021e-01 1.001010516898251490e+00 6.318264143220733153e-01 1.495124118355834142e+00
1.319717091427188294e+00 9.530883388386762745e-01 6.389412340911628796e-01 1.495124118355834142e+00
1.324026967356422890e+00 1.566338446165682408e+00 6.389412340911628796e-01 1.106481588471364130e+00
1.496841580939479943e+00 8.334157152262745560e-01 1.410615704086219280e+00 1.610861449151448799e+00
